session_id,label,label_confidence,local_time,timestamp_ms,side,device_id,sync_id,packet_seq,p1,p2,p3,p4,p5,p6,t1,t2,t3,t4,ax,ay,az,gx,gy,gz,quality_flags,source
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.194+08:00,1786714801194,left,foot_left_001,2402087,343639413,0.0195,0.0046,0.0278,0.0022,0.0088,0.0674,30.96,32.12,31.28,31.34,-5.295590999999999,2.26533615,-6.7960084499999995,0.7,0.4,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.388+08:00,1786714801388,right,foot_right_001,2402087,343639414,0.0046,0.011,0.0168,0.0,0.0147,0.0452,30.96,31.39,24.16,31.34,3.8834334,4.12859965,-6.678328649999999,-6.3,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.394+08:00,1786714801394,left,foot_left_001,2402087,343639414,0.0186,0.0044,0.0274,0.0017,0.0088,0.0684,30.96,32.15,31.28,31.39,-5.30539765,2.2359161999999997,-6.756781849999999,0.6,0.3,2.2,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.588+08:00,1786714801588,right,foot_right_001,2402087,343639415,0.0054,0.0112,0.0168,0.0,0.0147,0.0452,30.96,31.39,24.21,31.34,3.9030467,4.1482129500000005,-6.69794195,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.594+08:00,1786714801594,left,foot_left_001,2402087,343639415,0.02,0.0046,0.0288,0.0022,0.0093,0.0681,30.96,32.12,31.28,31.39,-5.30539765,2.2359161999999997,-6.7665885,0.5,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.788+08:00,1786714801788,right,foot_right_001,2402087,343639416,0.0051,0.011,0.0168,0.0,0.0149,0.0452,30.96,31.39,24.21,31.39,3.91285335,4.10898635,-6.717555249999999,-6.4,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.794+08:00,1786714801794,left,foot_left_001,2402087,343639416,0.0205,0.0049,0.0291,0.0024,0.009,0.0681,30.96,32.15,31.28,31.39,-5.30539765,2.22610955,-6.776395149999999,0.7,0.3,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.988+08:00,1786714801988,right,foot_right_001,2402087,343639417,0.0044,0.0107,0.0161,0.0,0.0149,0.0452,30.96,31.48,24.24,31.39,3.91285335,4.10898635,-6.668522,-6.2,-1.0,-1.5,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:01.994+08:00,1786714801994,left,foot_left_001,2402087,343639417,0.0193,0.0046,0.0286,0.0022,0.009,0.0684,30.96,32.15,31.34,31.39,-5.275977699999999,2.2359161999999997,-6.7960084499999995,0.8,0.4,2.2,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.188+08:00,1786714802188,right,foot_right_001,2402087,343639418,0.0037,0.0107,0.0149,0.0,0.0149,0.0452,30.96,31.39,24.24,31.48,3.8932400499999997,4.12859965,-6.6881353,-6.3,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.194+08:00,1786714802194,left,foot_left_001,2402087,343639418,0.0178,0.0039,0.0266,0.0015,0.009,0.0691,30.96,32.15,31.34,31.48,-5.295590999999999,2.2457228499999995,-6.776395149999999,0.7,0.2,2.2,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.388+08:00,1786714802388,right,foot_right_001,2402087,343639419,0.0046,0.0107,0.0147,0.0,0.0151,0.0454,30.96,31.48,24.27,31.48,3.8834334,4.118792999999999,-6.6881353,-6.2,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.394+08:00,1786714802394,left,foot_left_001,2402087,343639419,0.0176,0.0039,0.0269,0.0015,0.009,0.0689,30.96,32.15,31.34,31.48,-5.295590999999999,2.2359161999999997,-6.7960084499999995,0.6,0.2,2.2,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.588+08:00,1786714802588,right,foot_right_001,2402087,343639420,0.0051,0.0107,0.0147,0.0,0.0151,0.0452,30.96,31.48,24.27,31.48,3.9030467,4.10898635,-6.6881353,-6.2,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.594+08:00,1786714802594,left,foot_left_001,2402087,343639420,0.0176,0.0042,0.0276,0.002,0.0093,0.0684,30.96,32.15,31.34,31.48,-5.295590999999999,2.2457228499999995,-6.7665885,0.6,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.788+08:00,1786714802788,right,foot_right_001,2402087,343639421,0.0044,0.011,0.0149,0.0,0.0151,0.0452,30.96,31.48,24.29,31.54,3.92266,4.12859965,-6.678328649999999,-6.2,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.794+08:00,1786714802794,left,foot_left_001,2402087,343639421,0.0181,0.0042,0.0286,0.002,0.0095,0.0676,30.96,32.15,31.34,31.54,-5.26617105,2.2359161999999997,-6.7960084499999995,0.7,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.988+08:00,1786714802988,right,foot_right_001,2402087,343639422,0.0049,0.0112,0.0151,0.0,0.0151,0.0452,30.96,31.48,24.29,31.54,3.8932400499999997,4.12859965,-6.678328649999999,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:02.994+08:00,1786714802994,left,foot_left_001,2402087,343639422,0.0181,0.0039,0.0286,0.002,0.0093,0.0681,30.96,32.18,31.34,31.54,-5.3152042999999995,2.22610955,-6.8058151,0.7,0.3,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.188+08:00,1786714803188,right,foot_right_001,2402087,343639423,0.0054,0.0112,0.0154,0.0,0.0154,0.0452,30.96,31.48,24.32,31.54,3.91285335,4.118792999999999,-6.678328649999999,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.194+08:00,1786714803194,left,foot_left_001,2402087,343639423,0.0178,0.0042,0.0286,0.0017,0.0093,0.0679,30.96,32.18,31.39,31.57,-5.32501095,2.2163028999999996,-6.756781849999999,0.7,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.388+08:00,1786714803388,right,foot_right_001,2402087,343639424,0.0054,0.0115,0.0154,0.0,0.0154,0.0452,30.96,31.48,24.32,31.54,3.8834334,4.12859965,-6.6881353,-6.3,-0.8,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.394+08:00,1786714803394,left,foot_left_001,2402087,343639424,0.0183,0.0042,0.0288,0.002,0.0093,0.0679,30.96,32.18,31.39,31.6,-5.295590999999999,2.20649625,-6.7469752,0.7,0.3,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.588+08:00,1786714803588,right,foot_right_001,2402087,343639425,0.0051,0.0117,0.0159,0.0,0.0161,0.0452,31.02,31.54,24.32,31.57,3.91285335,4.0991797,-6.7077485999999995,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.594+08:00,1786714803594,left,foot_left_001,2402087,343639425,0.0181,0.0044,0.0288,0.002,0.0093,0.0676,31.02,32.18,31.39,31.66,-5.295590999999999,2.2457228499999995,-6.7273619,0.6,0.1,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.788+08:00,1786714803788,right,foot_right_001,2402087,343639426,0.0049,0.012,0.0161,0.0,0.0161,0.0449,31.02,31.54,24.37,31.57,3.9030467,4.12859965,-6.668522,-6.2,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.794+08:00,1786714803794,left,foot_left_001,2402087,343639426,0.0186,0.0044,0.0291,0.002,0.0093,0.0674,30.96,32.24,31.39,31.66,-5.30539765,2.2359161999999997,-6.7960084499999995,0.7,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.988+08:00,1786714803988,right,foot_right_001,2402087,343639427,0.0051,0.0122,0.0166,0.0,0.0164,0.0452,31.02,31.54,24.37,31.57,3.8638201,4.10898635,-6.7077485999999995,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:03.994+08:00,1786714803994,left,foot_left_001,2402087,343639427,0.0188,0.0044,0.0293,0.0022,0.0093,0.0674,31.02,32.24,31.39,31.66,-5.3152042999999995,2.2555294999999997,-6.776395149999999,0.6,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.188+08:00,1786714804188,right,foot_right_001,2402087,343639428,0.0049,0.0122,0.0166,0.0,0.0161,0.0454,31.05,31.54,24.37,31.6,3.9030467,4.12859965,-6.7273619,-6.3,-0.8,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.194+08:00,1786714804194,left,foot_left_001,2402087,343639428,0.0176,0.0044,0.0276,0.0015,0.0093,0.0684,31.02,32.24,31.39,31.66,-5.30539765,2.2359161999999997,-6.815621749999999,0.7,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.388+08:00,1786714804388,right,foot_right_001,2402087,343639429,0.0059,0.0127,0.0168,0.0,0.0156,0.0447,31.05,31.54,24.35,31.6,3.93246665,4.118792999999999,-6.6881353,-6.3,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.394+08:00,1786714804394,left,foot_left_001,2402087,343639429,0.0183,0.0044,0.0291,0.002,0.0095,0.0672,31.02,32.24,31.39,31.66,-5.28578435,2.2359161999999997,-6.83523505,0.5,0.0,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.588+08:00,1786714804588,right,foot_right_001,2402087,343639430,0.0051,0.0127,0.0171,0.0,0.0151,0.0444,31.05,31.54,24.4,31.66,3.9030467,4.10898635,-6.668522,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.594+08:00,1786714804594,left,foot_left_001,2402087,343639430,0.02,0.0046,0.0303,0.0022,0.0095,0.0657,31.02,32.24,31.39,31.68,-5.30539765,2.2359161999999997,-6.8058151,0.7,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.788+08:00,1786714804788,right,foot_right_001,2402087,343639431,0.0056,0.0129,0.0173,0.0,0.0159,0.0447,31.05,31.54,24.35,31.66,3.8932400499999997,4.10898635,-6.69794195,-6.4,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.794+08:00,1786714804794,left,foot_left_001,2402087,343639431,0.02,0.0046,0.0303,0.0024,0.0095,0.0657,31.02,32.24,31.39,31.71,-5.30539765,2.2359161999999997,-6.7665885,0.6,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.988+08:00,1786714804988,right,foot_right_001,2402087,343639432,0.0059,0.0129,0.0173,0.0,0.0159,0.0449,31.05,31.54,24.4,31.66,3.8932400499999997,4.118792999999999,-6.7077485999999995,-6.4,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:04.994+08:00,1786714804994,left,foot_left_001,2402087,343639432,0.0203,0.0046,0.0305,0.0024,0.0093,0.0652,31.02,32.24,31.39,31.71,-5.275977699999999,2.22610955,-6.7862018,0.7,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.188+08:00,1786714805188,right,foot_right_001,2402087,343639433,0.0049,0.0125,0.0164,0.0,0.0166,0.0457,31.05,31.54,24.43,31.66,3.91285335,4.1384063,-6.678328649999999,-6.3,-0.9,-1.5,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.194+08:00,1786714805194,left,foot_left_001,2402087,343639433,0.019,0.0039,0.0295,0.0022,0.009,0.0669,31.05,32.24,31.39,31.71,-5.275977699999999,2.2163028999999996,-6.776395149999999,0.8,0.5,2.2,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.388+08:00,1786714805388,right,foot_right_001,2402087,343639434,0.0051,0.0112,0.0147,0.0,0.0159,0.0457,31.08,31.57,24.48,31.68,3.93246665,4.12859965,-6.717555249999999,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.394+08:00,1786714805394,left,foot_left_001,2402087,343639434,0.0183,0.0034,0.0286,0.0022,0.0093,0.0686,31.05,32.27,31.48,31.77,-5.28578435,2.2457228499999995,-6.7469752,0.7,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.588+08:00,1786714805588,right,foot_right_001,2402087,343639435,0.0044,0.0107,0.0139,0.0,0.0159,0.0459,31.08,31.57,24.48,31.68,3.92266,4.10898635,-6.6881353,-6.3,-0.8,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.594+08:00,1786714805594,left,foot_left_001,2402087,343639435,0.0178,0.0034,0.0281,0.002,0.0095,0.0689,31.05,32.24,31.39,31.77,-5.295590999999999,2.2555294999999997,-6.7862018,0.7,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.788+08:00,1786714805788,right,foot_right_001,2402087,343639436,0.0044,0.0107,0.0142,0.0,0.0159,0.0454,31.08,31.57,24.48,31.68,3.91285335,4.118792999999999,-6.7077485999999995,-6.3,-0.8,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.794+08:00,1786714805794,left,foot_left_001,2402087,343639436,0.0178,0.0037,0.0283,0.002,0.0093,0.0694,31.05,32.27,31.48,31.77,-5.275977699999999,2.22610955,-6.8058151,0.6,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.988+08:00,1786714805988,right,foot_right_001,2402087,343639437,0.0049,0.0112,0.0142,0.0,0.0159,0.0452,31.1,31.57,24.48,31.68,3.91285335,4.10898635,-6.6881353,-6.4,-0.8,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:05.994+08:00,1786714805994,left,foot_left_001,2402087,343639437,0.0186,0.0037,0.0293,0.0024,0.0095,0.0684,31.05,32.24,31.39,31.77,-5.26617105,2.22610955,-6.8058151,0.6,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.188+08:00,1786714806188,right,foot_right_001,2402087,343639438,0.0054,0.012,0.0147,0.0,0.0166,0.0449,31.08,31.57,24.48,31.71,3.91285335,4.1482129500000005,-6.69794195,-6.3,-1.0,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.194+08:00,1786714806194,left,foot_left_001,2402087,343639438,0.019,0.0037,0.0295,0.0022,0.0095,0.0681,31.05,32.27,31.48,31.77,-5.3152042999999995,2.2457228499999995,-6.8254284,0.6,0.0,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.388+08:00,1786714806388,right,foot_right_001,2402087,343639439,0.0049,0.0122,0.0149,0.0,0.0168,0.0454,31.1,31.57,24.48,31.71,3.9030467,4.118792999999999,-6.678328649999999,-6.1,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.394+08:00,1786714806394,left,foot_left_001,2402087,343639439,0.0193,0.0039,0.0295,0.0024,0.0095,0.0681,31.05,32.24,31.48,31.77,-5.28578435,2.20649625,-6.8058151,0.8,0.3,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.588+08:00,1786714806588,right,foot_right_001,2402087,343639440,0.0046,0.0115,0.0149,0.0,0.0168,0.0454,31.08,31.57,24.48,31.71,3.92266,4.0991797,-6.6881353,-6.3,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.594+08:00,1786714806594,left,foot_left_001,2402087,343639440,0.0186,0.0039,0.0293,0.0024,0.0098,0.0689,31.05,32.27,31.48,31.83,-5.275977699999999,2.2359161999999997,-6.815621749999999,0.5,0.1,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.788+08:00,1786714806788,right,foot_right_001,2402087,343639441,0.0044,0.0112,0.0147,0.0,0.0168,0.0454,31.1,31.57,24.48,31.71,3.8932400499999997,4.0991797,-6.6881353,-6.3,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.794+08:00,1786714806794,left,foot_left_001,2402087,343639441,0.0186,0.0042,0.0295,0.0024,0.0095,0.0691,31.08,32.27,31.48,31.83,-5.28578435,2.22610955,-6.73716855,0.5,0.0,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.988+08:00,1786714806988,right,foot_right_001,2402087,343639442,0.0046,0.0115,0.0149,0.0,0.0171,0.0452,31.13,31.57,24.54,31.77,3.91285335,4.118792999999999,-6.7077485999999995,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:06.994+08:00,1786714806994,left,foot_left_001,2402087,343639442,0.02,0.0042,0.0303,0.0024,0.0095,0.0681,31.08,32.27,31.48,31.83,-5.30539765,2.22610955,-6.776395149999999,0.7,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.188+08:00,1786714807188,right,foot_right_001,2402087,343639443,0.0042,0.0122,0.0156,0.0,0.0164,0.0452,31.1,31.6,24.54,31.77,3.8834334,4.0991797,-6.678328649999999,-6.3,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.194+08:00,1786714807194,left,foot_left_001,2402087,343639443,0.0198,0.0044,0.0308,0.0027,0.0095,0.0681,31.05,32.27,31.48,31.83,-5.28578435,2.2457228499999995,-6.7665885,0.6,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.388+08:00,1786714807388,right,foot_right_001,2402087,343639444,0.0046,0.0127,0.0161,0.0,0.0161,0.0449,31.1,31.57,24.54,31.77,3.8932400499999997,4.12859965,-6.717555249999999,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.394+08:00,1786714807394,left,foot_left_001,2402087,343639444,0.0205,0.0042,0.0317,0.0024,0.0093,0.0672,31.08,32.3,31.48,31.83,-5.28578435,2.2359161999999997,-6.776395149999999,0.7,0.0,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.588+08:00,1786714807588,right,foot_right_001,2402087,343639445,0.0044,0.0127,0.0166,0.0,0.0161,0.0454,31.08,31.57,24.48,31.77,3.9030467,4.10898635,-6.717555249999999,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.594+08:00,1786714807594,left,foot_left_001,2402087,343639445,0.0205,0.0044,0.0317,0.0024,0.0093,0.0674,31.08,32.3,31.48,31.86,-5.275977699999999,2.22610955,-6.776395149999999,0.8,0.4,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.788+08:00,1786714807788,right,foot_right_001,2402087,343639446,0.0046,0.0127,0.0168,0.0,0.0151,0.0454,31.1,31.57,24.48,31.77,3.8932400499999997,4.12859965,-6.69794195,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.794+08:00,1786714807794,left,foot_left_001,2402087,343639446,0.0208,0.0044,0.0317,0.0027,0.0093,0.0672,31.08,32.3,31.48,31.86,-5.295590999999999,2.2457228499999995,-6.776395149999999,0.6,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.988+08:00,1786714807988,right,foot_right_001,2402087,343639447,0.0049,0.0127,0.0168,0.0,0.0149,0.0454,31.1,31.57,24.56,31.83,3.9030467,4.118792999999999,-6.69794195,-6.2,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:07.994+08:00,1786714807994,left,foot_left_001,2402087,343639447,0.0208,0.0046,0.0325,0.0027,0.009,0.0672,31.08,32.3,31.48,31.98,-5.30539765,2.22610955,-6.7862018,0.6,0.2,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.188+08:00,1786714808188,right,foot_right_001,2402087,343639448,0.0051,0.0127,0.0168,0.0,0.0147,0.0457,31.1,31.57,24.56,31.86,3.9030467,4.118792999999999,-6.6881353,-6.3,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.194+08:00,1786714808194,left,foot_left_001,2402087,343639448,0.0208,0.0046,0.0322,0.0027,0.0093,0.0672,31.08,32.33,31.48,32.01,-5.28578435,2.2359161999999997,-6.756781849999999,0.6,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.388+08:00,1786714808388,right,foot_right_001,2402087,343639449,0.0044,0.0127,0.0168,0.0,0.0149,0.0457,31.13,31.6,24.56,31.86,3.91285335,4.158019599999999,-6.668522,-6.3,-1.0,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.394+08:00,1786714808394,left,foot_left_001,2402087,343639449,0.0205,0.0046,0.0325,0.0027,0.0093,0.0679,31.08,32.33,31.48,32.01,-5.295590999999999,2.2359161999999997,-6.756781849999999,0.7,0.1,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.588+08:00,1786714808588,right,foot_right_001,2402087,343639450,0.0049,0.0125,0.0168,0.0,0.0149,0.0459,31.1,31.6,24.56,31.86,3.9030467,4.118792999999999,-6.6881353,-6.4,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.594+08:00,1786714808594,left,foot_left_001,2402087,343639450,0.0205,0.0046,0.0322,0.0027,0.0093,0.0681,31.08,32.33,31.48,32.01,-5.275977699999999,2.20649625,-6.756781849999999,0.6,0.1,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.788+08:00,1786714808788,right,foot_right_001,2402087,343639451,0.0046,0.0115,0.0154,0.0,0.0149,0.0464,31.13,31.6,24.56,31.86,3.9030467,4.1482129500000005,-6.69794195,-6.4,-0.9,-1.4,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.794+08:00,1786714808794,left,foot_left_001,2402087,343639451,0.019,0.0044,0.0305,0.0024,0.009,0.0691,31.08,32.33,31.48,32.01,-5.28578435,2.2163028999999996,-6.7862018,0.7,0.3,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.988+08:00,1786714808988,right,foot_right_001,2402087,343639452,0.0049,0.0115,0.0154,0.0,0.0149,0.0457,31.13,31.6,24.56,31.86,3.8932400499999997,4.12859965,-6.668522,-6.4,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:08.994+08:00,1786714808994,left,foot_left_001,2402087,343639452,0.019,0.0044,0.0308,0.0024,0.0093,0.0706,31.08,32.3,31.48,32.03,-5.28578435,2.20649625,-6.8058151,0.5,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:09.188+08:00,1786714809188,right,foot_right_001,2402087,343639453,0.0044,0.012,0.0154,0.0,0.0151,0.0457,31.1,31.6,24.56,31.86,3.8932400499999997,4.118792999999999,-6.6881353,-6.4,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:09.194+08:00,1786714809194,left,foot_left_001,2402087,343639453,0.0195,0.0044,0.0322,0.0027,0.0095,0.0711,31.08,32.33,31.48,32.03,-5.2563644,2.22610955,-6.7665885,0.7,0.2,2.1,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:09.388+08:00,1786714809388,right,foot_right_001,2402087,343639454,0.0042,0.0125,0.0161,0.0,0.0151,0.0449,31.1,31.6,24.56,31.95,3.91285335,4.12859965,-6.73716855,-6.1,-0.9,-1.3,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:09.394+08:00,1786714809394,left,foot_left_001,2402087,343639454,0.0203,0.0049,0.0327,0.0027,0.0098,0.0701,31.1,32.39,31.54,32.06,-5.3152042999999995,2.22610955,-6.7862018,0.7,0.1,2.0,0,ble
person_b_session_01,normal_reference,high,2026-08-14T21:40:09.588+08:00,1786714809588,right,foot_right_001,2402087,343639455,0.0054,0.0127,0.0154,0.0,0.0147,0.0454,31.13,31.66,24.56,31.95,3.8638201,4.08937305,-6.73716855,-6.2,-0.9,-1.4,0,ble
