protocol_version,sensor_layout_version,device_id,side,sync_id,packet_seq,timestamp_ms,p1,p2,p3,p4,p5,p6,t1,t2,t3,t4,ax,ay,az,gx,gy,gz,battery,quality_flags,source
1,layout_6p4t_v1,foot_right_001,right,1005,19,1760000403820,0.2863,0.2992,0.3185,0.2527,0.3187,0.3042,30.7,30.82,30.38,30.62,0.0059,-0.0076,9.7786,0.2089,-0.0417,-0.1176,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,20,1760000404000,0.4217,0.3993,0.4331,0.3589,0.1018,0.0864,30.8,30.89,30.53,30.69,0.0269,-0.0167,9.8271,-0.2713,-0.2102,-0.1065,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,20,1760000404020,0.2839,0.2914,0.3133,0.2449,0.3122,0.2998,30.7,30.8,30.4,30.58,0.0156,0.0201,9.7739,-0.135,0.0996,0.1059,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,21,1760000404200,0.4214,0.4016,0.434,0.3601,0.1156,0.0864,30.79,30.94,30.5,30.7,-0.0195,-0.0202,9.7987,0.1971,0.0704,0.0566,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,21,1760000404220,0.2838,0.2907,0.3195,0.2524,0.3099,0.2895,30.74,30.78,30.43,30.61,0.017,0.0274,9.785,0.1176,-0.2859,0.0345,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,22,1760000404400,0.4171,0.3923,0.4343,0.3608,0.1033,0.0836,30.83,30.88,30.5,30.71,-0.0165,-0.0129,9.7804,0.0827,-0.1762,-0.0953,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,22,1760000404420,0.2858,0.2967,0.3194,0.241,0.3103,0.3033,30.7,30.83,30.4,30.63,0.0028,0.0285,9.8381,0.0861,-0.2771,-0.1231,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,23,1760000404600,0.4166,0.4006,0.4376,0.3616,0.1052,0.0941,30.82,30.94,30.5,30.74,0.0211,0.0064,9.8165,0.1597,0.0041,-0.0306,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,23,1760000404620,0.2753,0.3022,0.321,0.247,0.3082,0.2982,30.7,30.84,30.43,30.61,0.0075,0.0088,9.7922,-0.0635,-0.004,0.1053,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,24,1760000404800,0.4209,0.3965,0.4334,0.3578,0.1062,0.0874,30.83,30.93,30.54,30.71,0.0022,-0.0245,9.7973,0.086,-0.2561,-0.1601,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,24,1760000404820,0.2866,0.3013,0.3218,0.2482,0.3175,0.3032,30.69,30.83,30.39,30.59,-0.005,-0.017,9.8203,0.0789,0.1031,0.0461,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,25,1760000405000,0.4137,0.3895,0.4244,0.3558,0.1071,0.0949,30.83,30.94,30.54,30.7,0.0297,-0.0105,9.8125,0.0569,0.1713,0.0167,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,25,1760000405020,0.2812,0.3027,0.3092,0.2417,0.3156,0.291,30.7,30.82,30.41,30.6,0.0168,-0.0245,9.801,0.1,0.2529,-0.1747,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,26,1760000405200,0.4096,0.3977,0.4266,0.3523,0.1126,0.0889,30.82,30.92,30.53,30.73,0.0123,0.029,9.8358,0.0847,0.1237,-0.0064,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,26,1760000405220,0.28,0.3019,0.3179,0.2471,0.3141,0.2959,30.73,30.82,30.43,30.59,0.002,0.0142,9.7673,0.0598,0.2804,-0.0396,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,27,1760000405400,0.4201,0.4027,0.4335,0.3554,0.1057,0.0844,30.8,30.91,30.54,30.7,0.0297,0.0251,9.7899,-0.0258,0.2069,0.109,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,27,1760000405420,0.272,0.2939,0.315,0.247,0.3115,0.2897,30.72,30.8,30.43,30.6,0.0159,-0.0111,9.7927,-0.188,0.292,-0.0775,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,28,1760000405600,0.4085,0.3936,0.4349,0.355,0.1084,0.0961,30.83,30.9,30.53,30.72,0.0271,0.0116,9.7723,-0.2638,-0.2484,-0.0033,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,28,1760000405620,0.2785,0.2999,0.3074,0.2381,0.3218,0.292,30.75,30.84,30.42,30.6,0.0177,0.0067,9.8173,0.044,0.0587,0.0827,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,29,1760000405800,0.4156,0.3958,0.4299,0.3594,0.1023,0.0966,30.84,30.93,30.55,30.7,-0.0141,-0.0223,9.7725,-0.2027,0.1438,0.1251,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,29,1760000405820,0.2765,0.2963,0.3082,0.2445,0.3138,0.2979,30.7,30.8,30.45,30.61,0.0258,-0.0123,9.7726,-0.1267,-0.2147,-0.1112,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,30,1760000406000,0.4147,0.3991,0.4263,0.3613,0.1101,0.0917,30.85,30.95,30.55,30.72,-0.0024,-0.0166,9.8384,-0.0019,-0.1956,-0.1423,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,30,1760000406020,0.2734,0.3042,0.3085,0.2495,0.3191,0.29,30.72,30.82,30.42,30.61,0.0252,0.0267,9.826,0.1431,-0.0206,-0.1827,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,31,1760000406200,0.4114,0.393,0.4301,0.3552,0.1044,0.0928,30.85,30.95,30.54,30.75,-0.002,0.0298,9.7718,0.2801,0.2402,-0.0837,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,31,1760000406220,0.2877,0.3028,0.3192,0.2432,0.3112,0.3031,30.76,30.82,30.4,30.61,0.0174,0.0056,9.8137,0.2224,0.2753,0.0209,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,32,1760000406400,0.421,0.4001,0.4398,0.3528,0.1088,0.0904,30.8,30.92,30.55,30.73,-0.0274,0.0294,9.838,0.2558,-0.1958,-0.0116,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,32,1760000406420,0.2727,0.2897,0.3123,0.2462,0.3153,0.2907,30.71,30.84,30.45,30.62,0.0265,0.0228,9.7759,0.1627,0.2738,-0.1995,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,33,1760000406600,0.4215,0.4039,0.4242,0.3637,0.1046,0.0957,30.83,30.9,30.54,30.74,0.0168,-0.0091,9.7955,0.0738,-0.0089,0.0192,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,33,1760000406620,0.2803,0.2926,0.3202,0.2464,0.3092,0.3033,30.73,30.82,30.43,30.63,-0.005,-0.0058,9.7964,0.1087,-0.2354,0.0365,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,34,1760000406800,0.4078,0.3976,0.4267,0.3522,0.1077,0.0969,30.84,30.91,30.55,30.76,-0.0211,-0.0213,9.796,0.199,0.2105,0.1701,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,34,1760000406820,0.2793,0.3043,0.315,0.2439,0.3171,0.3042,30.76,30.83,30.45,30.62,0.0257,0.0008,9.7758,0.2285,0.2397,-0.1874,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,35,1760000407000,0.4181,0.3978,0.4372,0.3608,0.1022,0.0899,30.81,30.91,30.53,30.74,-0.0045,-0.0047,9.8223,-0.0118,0.1307,-0.1903,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,35,1760000407020,0.273,0.3022,0.3173,0.2472,0.314,0.3034,30.75,30.84,30.43,30.65,-0.0248,-0.0068,9.8333,-0.2568,-0.0494,0.1606,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,36,1760000407200,0.4126,0.4032,0.4267,0.3573,0.1101,0.0929,30.81,30.91,30.56,30.73,0.0247,-0.0157,9.8117,0.1129,0.2997,-0.0452,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,36,1760000407220,0.2721,0.2968,0.3169,0.239,0.3222,0.2928,30.72,30.82,30.44,30.63,0.0005,-0.0158,9.7695,-0.0952,0.1075,0.0983,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,37,1760000407400,0.4146,0.3972,0.4298,0.3669,0.1131,0.0936,30.85,30.91,30.52,30.71,-0.0268,0.006,9.8261,0.1347,0.1073,0.037,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,37,1760000407420,0.2844,0.2976,0.3193,0.2471,0.3104,0.295,30.74,30.83,30.45,30.65,0.0252,0.0037,9.8154,0.0747,-0.2221,0.0705,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,38,1760000407600,0.4061,0.396,0.4277,0.3619,0.107,0.0842,30.81,30.9,30.54,30.75,0.0172,-0.022,9.7927,-0.0352,0.1945,0.1603,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,38,1760000407620,0.2792,0.2947,0.3203,0.2476,0.3205,0.3026,30.72,30.83,30.42,30.65,-0.02,0.0188,9.7937,-0.1113,-0.1015,-0.12,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,39,1760000407800,0.412,0.3994,0.431,0.3624,0.1082,0.0883,30.86,30.94,30.52,30.7,0.0256,0.017,9.8355,-0.0738,0.2649,-0.1037,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,39,1760000407820,0.2804,0.3036,0.3229,0.2472,0.315,0.2908,30.75,30.85,30.43,30.65,-0.0198,-0.0183,9.7935,0.0801,-0.0481,-0.0336,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,40,1760000408000,0.4125,0.399,0.4242,0.3552,0.1006,0.0855,30.83,30.95,30.52,30.74,-0.016,0.0298,9.7719,0.2179,-0.1494,-0.0719,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,40,1760000408020,0.288,0.3,0.3228,0.2519,0.3184,0.301,30.73,30.83,30.46,30.65,-0.0232,0.0229,9.8147,0.1684,0.0893,-0.0941,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,41,1760000408200,0.4169,0.3953,0.426,0.3656,0.103,0.086,30.85,30.91,30.51,30.72,-0.0025,0.0198,9.8277,0.0909,0.2767,-0.1997,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,41,1760000408220,0.2802,0.3017,0.3144,0.2508,0.3123,0.2985,30.71,30.81,30.41,30.64,0.0084,-0.0081,9.8333,0.017,-0.1967,0.0294,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,42,1760000408400,0.4205,0.3938,0.4288,0.3606,0.1086,0.0978,30.85,30.93,30.55,30.71,-0.0021,-0.0282,9.7697,-0.097,-0.2572,0.1333,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,42,1760000408420,0.2812,0.2937,0.3125,0.2501,0.3185,0.3022,30.71,30.82,30.43,30.61,-0.0195,-0.012,9.8421,-0.0843,-0.0254,0.0123,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,43,1760000408600,0.4163,0.3921,0.4242,0.3528,0.1006,0.0823,30.81,30.92,30.52,30.76,0.0003,0.0162,9.8059,0.1001,-0.2188,-0.0499,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,43,1760000408620,0.2875,0.3003,0.3145,0.2485,0.3175,0.2931,30.75,30.82,30.44,30.65,-0.0089,0.0205,9.7907,-0.2223,-0.0184,-0.0182,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,44,1760000408800,0.4158,0.3921,0.425,0.3629,0.1149,0.0869,30.84,30.92,30.53,30.74,0.0274,0.0076,9.7829,0.0804,-0.2347,0.1406,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,44,1760000408820,0.2849,0.2971,0.3119,0.2403,0.3207,0.3007,30.74,30.8,30.42,30.62,-0.0208,0.0085,9.7923,-0.2719,0.2164,-0.1867,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,45,1760000409000,0.4074,0.3926,0.4297,0.3611,0.1013,0.0842,30.8,30.92,30.5,30.74,-0.0124,0.0154,9.8138,-0.0241,-0.2565,-0.1381,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,45,1760000409020,0.2745,0.2961,0.3163,0.2475,0.3082,0.2986,30.7,30.85,30.45,30.62,0.0249,0.0158,9.797,0.0903,0.1221,-0.1128,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,46,1760000409200,0.4205,0.3889,0.4313,0.3541,0.1005,0.0889,30.82,30.92,30.5,30.72,-0.0095,-0.0219,9.806,0.0435,0.1532,0.0118,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,46,1760000409220,0.2814,0.2983,0.3088,0.2404,0.3178,0.2905,30.7,30.85,30.43,30.64,-0.017,-0.0142,9.7829,-0.1615,0.1649,-0.0249,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,47,1760000409400,0.4061,0.3959,0.4328,0.3629,0.1098,0.0926,30.8,30.91,30.52,30.74,-0.006,-0.0133,9.833,-0.2476,-0.1883,-0.0523,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,47,1760000409420,0.2861,0.2952,0.3166,0.2529,0.322,0.291,30.75,30.83,30.4,30.64,0.0067,-0.0189,9.8185,-0.2222,-0.1527,0.1808,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,48,1760000409600,0.4104,0.3997,0.4386,0.3599,0.1132,0.0937,30.84,30.93,30.5,30.75,-0.0209,-0.024,9.7766,0.0719,0.0746,0.1055,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,48,1760000409620,0.2796,0.3039,0.3079,0.2377,0.3177,0.29,30.73,30.8,30.43,30.63,-0.0292,-0.0258,9.8079,0.1828,0.0523,-0.1966,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,49,1760000409800,0.4125,0.3999,0.436,0.3594,0.1035,0.0932,30.8,30.93,30.53,30.71,0.0057,-0.0286,9.7884,0.0149,0.0225,-0.0517,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,49,1760000409820,0.2823,0.2905,0.3153,0.2378,0.3082,0.3039,30.75,30.81,30.45,30.62,-0.0258,-0.0198,9.8031,0.2476,0.2176,-0.1737,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,50,1760000410000,0.4196,0.3944,0.4282,0.3579,0.1035,0.0888,30.81,30.92,30.49,30.69,0.0184,0.0151,9.7693,0.0081,0.2075,0.0127,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,50,1760000410020,0.2827,0.3029,0.3158,0.2422,0.3217,0.3037,30.73,30.84,30.4,30.59,0.0045,-0.0154,9.7688,-0.061,0.1553,0.1,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,51,1760000410200,0.4092,0.394,0.4332,0.3544,0.11,0.0901,30.82,30.93,30.51,30.74,0.0265,0.0044,9.8209,-0.1129,0.0004,0.0205,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,51,1760000410220,0.2816,0.301,0.3146,0.2465,0.308,0.2957,30.73,30.79,30.39,30.6,-0.0199,-0.0209,9.7982,-0.0106,0.0252,0.0983,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,52,1760000410400,0.4176,0.3887,0.4263,0.36,0.1152,0.0822,30.8,30.92,30.5,30.72,0.0021,0.0206,9.7675,0.1623,0.097,0.1547,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,52,1760000410420,0.2855,0.2956,0.3203,0.2508,0.3098,0.2984,30.71,30.8,30.41,30.59,-0.0004,0.0166,9.8349,-0.2206,-0.0988,0.0134,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,53,1760000410600,0.4165,0.3935,0.4323,0.3539,0.1134,0.0919,30.8,30.94,30.54,30.72,-0.0089,-0.0222,9.8246,-0.2779,-0.2804,-0.0965,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,53,1760000410620,0.2807,0.2989,0.3121,0.242,0.31,0.2901,30.7,30.79,30.44,30.62,-0.0238,-0.0064,9.8367,0.2998,-0.2191,0.1256,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,54,1760000410800,0.4197,0.3953,0.4275,0.3654,0.1136,0.0898,30.79,30.92,30.48,30.71,-0.0122,-0.0127,9.8443,0.2028,-0.206,0.0078,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,54,1760000410820,0.2763,0.299,0.3216,0.2372,0.3152,0.2906,30.7,30.83,30.4,30.59,0.0251,-0.0202,9.8449,-0.2716,-0.2851,0.1254,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,55,1760000411000,0.4156,0.4028,0.4364,0.3544,0.1033,0.0879,30.8,30.92,30.48,30.7,0.0231,0.0085,9.7819,0.0771,-0.0498,-0.0473,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,55,1760000411020,0.2764,0.3038,0.3216,0.2424,0.3105,0.3036,30.73,30.79,30.43,30.58,-0.0142,0.0115,9.7754,-0.2374,-0.2204,0.1124,93,0,csv_replay
1,layout_6p4t_v1,foot_left_001,left,1005,56,1760000411200,0.4133,0.3949,0.4242,0.3571,0.1037,0.0855,30.82,30.9,30.54,30.71,-0.0108,0.0016,9.8376,-0.2477,-0.0059,0.0151,95,0,csv_replay
1,layout_6p4t_v1,foot_right_001,right,1005,56,1760000411220,0.2758,0.2918,0.3198,0.2414,0.3147,0.3049,30.71,30.81,30.38,30.6,-0.0203,-0.0145,9.7918,0.0377,0.2551,0.0357,93,0,csv_replay
