protocol_version,sensor_layout_version,device_id,side,sync_id,packet_seq,timestamp_ms,p1,p2,p3,p4,p5,p6,t1,t2,t3,ax,ay,az,gx,gy,gz,battery,quality_flags,source
1,layout_6p3t_v1,foot_left_001,left,1001,10,1760000002000,0.3204,0.3456,0.3006,0.2154,0.3295,0.2929,30.86,30.69,30.47,0.0258,0.0017,9.7924,0.0354,0.1747,0.0617,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,10,1760000002020,0.3215,0.3368,0.2924,0.2177,0.3217,0.2736,30.81,30.59,30.4,0.0256,0.0189,9.8076,0.0016,-0.0905,-0.1026,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,11,1760000002200,0.3207,0.3366,0.3002,0.2117,0.3211,0.2911,30.91,30.68,30.48,0.0077,0.0244,9.8292,-0.0674,0.2685,-0.0799,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,11,1760000002220,0.3124,0.3297,0.2917,0.2113,0.3197,0.2738,30.8,30.59,30.4,0.0108,-0.0075,9.7879,-0.0391,-0.0154,0.1806,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,12,1760000002400,0.3275,0.3373,0.3117,0.2232,0.3247,0.2884,30.88,30.7,30.47,0.0296,-0.0253,9.8009,0.1287,0.1511,-0.1991,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,12,1760000002420,0.32,0.3258,0.2996,0.2036,0.3182,0.2797,30.81,30.61,30.37,-0.0022,0.0051,9.8252,0.1365,0.0711,-0.0439,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,13,1760000002600,0.3221,0.334,0.2983,0.2112,0.3251,0.2899,30.88,30.72,30.48,0.0033,-0.0001,9.8381,-0.2868,0.2153,0.1369,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,13,1760000002620,0.3177,0.3312,0.2967,0.2117,0.323,0.2769,30.8,30.6,30.4,-0.0151,0.0049,9.7802,-0.0521,-0.0184,0.1467,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,14,1760000002800,0.3226,0.3359,0.3135,0.2183,0.3274,0.2823,30.87,30.71,30.47,-0.0114,-0.0113,9.7917,0.16,0.1978,0.0848,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,14,1760000002820,0.3077,0.3331,0.2905,0.2078,0.31,0.2736,30.8,30.6,30.4,0.0035,0.026,9.7802,0.1012,-0.0992,0.0867,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,15,1760000003000,0.3184,0.3349,0.3054,0.2202,0.3282,0.2876,30.9,30.69,30.52,0.0253,-0.011,9.8104,0.1739,-0.0274,-0.17,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,15,1760000003020,0.3155,0.3317,0.2954,0.2022,0.3078,0.2754,30.8,30.6,30.39,0.0291,0.0267,9.8009,0.0594,0.1355,-0.0271,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,16,1760000003200,0.3303,0.3457,0.3088,0.211,0.3256,0.2848,30.89,30.69,30.51,0.0128,0.002,9.84,-0.0586,0.2,0.0344,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,16,1760000003220,0.3136,0.3252,0.2916,0.2175,0.3119,0.2767,30.8,30.59,30.41,-0.0004,-0.0253,9.7935,-0.1891,-0.147,-0.0778,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,17,1760000003400,0.3182,0.3367,0.2989,0.2094,0.3223,0.2803,30.9,30.69,30.5,-0.0259,-0.0048,9.7806,0.2554,-0.1783,-0.1666,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,17,1760000003420,0.3119,0.3382,0.2901,0.206,0.3168,0.2817,30.82,30.6,30.39,-0.0175,-0.0008,9.7917,-0.2267,0.2989,0.0066,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,18,1760000003600,0.321,0.3471,0.2981,0.2224,0.3242,0.2864,30.88,30.68,30.51,0.0263,-0.0049,9.8411,0.2497,0.1265,-0.1601,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,18,1760000003620,0.3153,0.3277,0.297,0.2036,0.3203,0.2874,30.8,30.58,30.43,-0.0011,-0.0291,9.8014,-0.0712,-0.0262,-0.0683,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,19,1760000003800,0.3267,0.3409,0.3104,0.208,0.3288,0.2931,30.89,30.73,30.5,-0.0183,-0.0159,9.8185,0.1421,0.2144,-0.121,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,19,1760000003820,0.3213,0.3384,0.2977,0.2143,0.3161,0.2756,30.78,30.6,30.4,0.0124,-0.004,9.8137,0.2481,-0.1034,0.0363,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,20,1760000004000,0.3308,0.3451,0.2985,0.2213,0.3228,0.2805,30.93,30.72,30.5,-0.0193,-0.0075,9.7756,0.1004,0.1163,-0.0905,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,20,1760000004020,0.3208,0.3298,0.29,0.2136,0.3183,0.2751,30.82,30.64,30.43,0.0101,-0.0208,9.8092,-0.1055,-0.0053,0.017,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,21,1760000004200,0.3213,0.341,0.3114,0.2142,0.3252,0.2885,30.88,30.71,30.52,-0.0037,-0.0139,9.8109,-0.2333,-0.2686,0.1179,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,21,1760000004220,0.3174,0.3309,0.2908,0.2061,0.3216,0.2797,30.79,30.6,30.43,0.0136,0.0277,9.7704,0.1275,-0.2525,-0.1332,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,22,1760000004400,0.3227,0.3448,0.3113,0.2192,0.3211,0.2805,30.91,30.72,30.49,0.024,-0.0068,9.8324,-0.0042,-0.1579,0.0793,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,22,1760000004420,0.309,0.3339,0.2926,0.2079,0.3125,0.2821,30.83,30.61,30.44,0.0058,-0.0026,9.7838,0.2521,0.0366,-0.0328,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,23,1760000004600,0.3177,0.3447,0.2992,0.2081,0.3314,0.2896,30.94,30.73,30.52,0.0261,-0.0256,9.8394,-0.1941,0.2695,-0.1545,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,23,1760000004620,0.3216,0.3393,0.2917,0.2111,0.3214,0.2869,30.83,30.59,30.44,0.01,-0.0292,9.8341,-0.1432,0.0039,0.0887,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,24,1760000004800,0.3201,0.3346,0.3009,0.213,0.3298,0.2833,30.9,30.73,30.5,0.0047,-0.0275,9.7725,0.1552,-0.0321,0.0903,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,24,1760000004820,0.3133,0.332,0.2897,0.2135,0.3193,0.2861,30.82,30.63,30.42,0.0171,-0.011,9.8298,0.2047,0.0804,0.0357,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,25,1760000005000,0.3249,0.3435,0.3041,0.216,0.3161,0.289,30.92,30.73,30.55,-0.0104,-0.0087,9.8274,-0.2524,-0.0822,0.0068,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,25,1760000005020,0.318,0.337,0.3027,0.2081,0.3073,0.288,30.81,30.62,30.4,0.0067,-0.0201,9.7943,0.2988,0.201,-0.1561,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,26,1760000005200,0.3223,0.3423,0.3084,0.2169,0.3208,0.2921,30.89,30.74,30.52,-0.0044,-0.0244,9.7758,-0.0691,-0.0047,-0.0082,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,26,1760000005220,0.3211,0.3331,0.3044,0.2138,0.3128,0.272,30.82,30.64,30.45,-0.0161,0.0237,9.8076,0.0887,-0.0104,0.072,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,27,1760000005400,0.3258,0.347,0.3033,0.2101,0.332,0.2889,30.93,30.72,30.5,-0.0099,-0.0298,9.8126,-0.0068,-0.0465,-0.0371,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,27,1760000005420,0.3226,0.3349,0.2931,0.2132,0.3177,0.2746,30.85,30.64,30.44,0.0041,0.0201,9.8249,-0.0525,0.0175,0.0044,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,28,1760000005600,0.3191,0.3341,0.3127,0.2127,0.3284,0.2886,30.94,30.7,30.52,0.0157,-0.0213,9.8273,-0.2158,-0.0819,0.1743,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,28,1760000005620,0.3187,0.3285,0.2945,0.2096,0.3192,0.2825,30.82,30.62,30.42,-0.0079,-0.0267,9.8416,-0.2739,0.1495,-0.1089,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,29,1760000005800,0.3166,0.3471,0.3007,0.2118,0.3256,0.2851,30.94,30.7,30.51,-0.0299,-0.0081,9.846,0.2725,-0.1291,-0.069,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,29,1760000005820,0.3209,0.3366,0.2938,0.2095,0.321,0.2764,30.82,30.64,30.45,-0.0148,0.0253,9.7905,0.0755,0.0555,0.0924,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,30,1760000006000,0.3295,0.339,0.3016,0.2239,0.3274,0.2949,30.93,30.7,30.55,-0.0174,-0.0237,9.7718,-0.2154,0.0579,0.1995,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,30,1760000006020,0.3127,0.3365,0.3044,0.2075,0.3073,0.2767,30.8,30.61,30.45,0.0168,0.004,9.7716,-0.06,0.1961,-0.1333,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,31,1760000006200,0.3183,0.3436,0.3092,0.2132,0.3296,0.2932,30.9,30.73,30.5,0.0103,-0.0046,9.8316,-0.1425,0.1232,0.1752,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,31,1760000006220,0.3153,0.3305,0.2997,0.2129,0.32,0.287,30.82,30.64,30.45,-0.0052,0.0189,9.8357,0.2858,-0.0767,0.0057,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,32,1760000006400,0.3302,0.341,0.302,0.2157,0.3176,0.2959,30.95,30.72,30.51,0.019,-0.0274,9.7966,-0.2987,-0.0305,0.0827,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,32,1760000006420,0.3173,0.3303,0.3001,0.2056,0.3218,0.2753,30.83,30.63,30.45,0.0293,0.0279,9.7969,-0.1327,-0.0889,-0.05,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,33,1760000006600,0.32,0.3428,0.3099,0.2166,0.3316,0.2925,30.96,30.75,30.51,-0.0187,-0.0264,9.8465,-0.1781,-0.032,-0.0549,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,33,1760000006620,0.3109,0.328,0.3018,0.2083,0.312,0.2754,30.82,30.64,30.41,0.0094,0.0051,9.7979,0.2395,0.06,0.1547,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,34,1760000006800,0.3298,0.3493,0.312,0.2143,0.3317,0.2852,30.91,30.74,30.51,0.0105,-0.001,9.8026,-0.2584,-0.1634,-0.1858,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,34,1760000006820,0.3147,0.3392,0.2945,0.2141,0.3127,0.2778,30.83,30.64,30.42,-0.0294,0.0219,9.818,-0.005,0.2911,-0.092,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,35,1760000007000,0.325,0.3423,0.3082,0.2227,0.3197,0.2958,30.95,30.72,30.51,0.0129,-0.0269,9.7688,0.2381,-0.0824,0.1363,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,35,1760000007020,0.3153,0.3248,0.2904,0.2069,0.3103,0.2758,30.85,30.66,30.4,-0.0213,-0.0057,9.8429,-0.172,-0.222,-0.1879,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,36,1760000007200,0.3229,0.3385,0.3103,0.2221,0.3174,0.2849,30.95,30.74,30.55,0.0206,-0.0217,9.8138,0.1159,0.1266,0.1928,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,36,1760000007220,0.321,0.328,0.3032,0.2138,0.3118,0.2859,30.85,30.61,30.4,-0.0008,-0.0221,9.7792,0.104,0.2316,0.1275,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,37,1760000007400,0.3242,0.337,0.3094,0.2096,0.3237,0.2841,30.92,30.75,30.53,-0.0252,-0.0157,9.8096,0.2474,0.225,-0.0756,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,37,1760000007420,0.3161,0.3371,0.2974,0.2151,0.3209,0.2727,30.84,30.61,30.44,-0.021,0.0163,9.8001,-0.1596,-0.2886,0.0852,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,38,1760000007600,0.3199,0.3444,0.3034,0.2179,0.3199,0.2922,30.95,30.71,30.51,-0.0014,0.0173,9.8387,0.0754,0.2457,0.1422,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,38,1760000007620,0.3157,0.3374,0.2915,0.2032,0.3096,0.2801,30.86,30.6,30.45,0.0215,0.0133,9.7712,0.2659,0.2906,-0.1264,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,39,1760000007800,0.325,0.3355,0.3061,0.2116,0.3233,0.2854,30.93,30.75,30.53,0.0132,0.0019,9.7831,-0.1674,0.1149,0.0647,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,39,1760000007820,0.3079,0.3255,0.2917,0.2074,0.312,0.2872,30.81,30.61,30.43,0.0068,0.0025,9.8287,-0.224,0.2973,-0.0132,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,40,1760000008000,0.3279,0.3454,0.3091,0.2167,0.3281,0.2928,30.95,30.73,30.52,-0.017,-0.0047,9.8044,-0.0174,-0.1563,0.1306,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,40,1760000008020,0.3203,0.3323,0.2945,0.2028,0.3212,0.279,30.83,30.65,30.44,0.0025,-0.0246,9.7763,0.0114,0.1112,-0.0761,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,41,1760000008200,0.332,0.3346,0.2995,0.2113,0.331,0.2807,30.92,30.75,30.53,-0.0031,0.0028,9.8284,-0.2182,-0.2922,-0.1965,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,41,1760000008220,0.3194,0.3318,0.2896,0.2117,0.3109,0.2725,30.83,30.61,30.45,-0.0201,0.0204,9.7937,0.1858,0.2958,-0.0287,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,42,1760000008400,0.3253,0.3377,0.2999,0.211,0.3245,0.2883,30.91,30.71,30.5,0.0109,-0.0006,9.7723,-0.04,0.0671,0.0504,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,42,1760000008420,0.3184,0.3324,0.2899,0.2097,0.3101,0.273,30.82,30.63,30.42,-0.0229,-0.0216,9.7788,-0.2795,0.1551,-0.1466,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,43,1760000008600,0.3198,0.3408,0.2999,0.2149,0.3274,0.2867,30.94,30.73,30.52,0.0072,0.0002,9.7705,-0.1922,0.0068,-0.0293,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,43,1760000008620,0.3132,0.3382,0.2927,0.2161,0.3206,0.2771,30.85,30.63,30.43,-0.0111,0.0159,9.8315,0.2563,-0.12,0.1458,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,44,1760000008800,0.3162,0.3413,0.3028,0.2086,0.3162,0.2855,30.96,30.75,30.5,-0.0081,0.0228,9.8081,0.119,-0.2896,0.08,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,44,1760000008820,0.3151,0.3261,0.2981,0.2062,0.3188,0.2877,30.84,30.62,30.44,-0.0277,-0.0202,9.8197,0.1255,-0.2231,0.0577,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,45,1760000009000,0.3265,0.3461,0.3043,0.2106,0.3226,0.2803,30.9,30.72,30.55,0.0027,-0.0087,9.7928,0.2424,-0.0331,-0.0105,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,45,1760000009020,0.3113,0.3285,0.2961,0.216,0.3203,0.2868,30.83,30.61,30.43,0.0278,-0.0049,9.8452,-0.0989,0.1564,-0.1603,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,46,1760000009200,0.3283,0.3497,0.3136,0.2174,0.3301,0.2845,30.94,30.75,30.53,-0.0121,-0.0273,9.8287,0.2118,0.0435,-0.0731,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,46,1760000009220,0.3225,0.3344,0.2974,0.2086,0.3157,0.2833,30.83,30.65,30.45,-0.0136,-0.0196,9.7851,-0.0383,0.0034,-0.1073,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,47,1760000009400,0.3193,0.3425,0.303,0.2189,0.3243,0.2937,30.95,30.75,30.51,-0.0123,0.0196,9.7874,0.2171,0.2228,0.0834,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,47,1760000009420,0.3215,0.3322,0.299,0.2179,0.3092,0.2812,30.84,30.6,30.43,-0.0171,-0.0045,9.7703,0.2499,-0.027,0.1246,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,48,1760000009600,0.3272,0.3434,0.3076,0.216,0.3191,0.2827,30.94,30.72,30.5,-0.0131,0.0222,9.8158,-0.2293,0.1398,-0.053,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,48,1760000009620,0.3145,0.3345,0.2996,0.2044,0.3145,0.2774,30.82,30.64,30.42,-0.007,0.0081,9.8246,-0.1735,0.2101,0.0297,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,49,1760000009800,0.3167,0.3463,0.3005,0.2115,0.3283,0.2925,30.92,30.73,30.52,0.0107,0.0288,9.7669,-0.2632,0.2983,-0.1825,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,49,1760000009820,0.3117,0.3376,0.2912,0.209,0.3224,0.2815,30.82,30.64,30.41,0.0164,0.0291,9.7964,-0.0547,-0.0931,0.0317,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,50,1760000010000,0.3164,0.3347,0.3001,0.2171,0.3318,0.2815,30.9,30.69,30.52,-0.0216,-0.0069,9.8297,0.1554,0.218,0.163,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,50,1760000010020,0.3228,0.3315,0.304,0.2144,0.3181,0.2819,30.81,30.62,30.4,0.0199,0.0235,9.8449,0.1863,-0.1193,-0.0054,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,51,1760000010200,0.3236,0.3471,0.3092,0.2221,0.3279,0.283,30.95,30.72,30.49,0.0237,-0.0,9.7683,-0.0946,-0.0825,0.1421,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,51,1760000010220,0.3197,0.3253,0.2946,0.2097,0.308,0.2824,30.82,30.61,30.44,0.0295,0.0073,9.818,0.1495,0.2642,0.0048,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,52,1760000010400,0.3239,0.3468,0.2991,0.2129,0.3249,0.2885,30.94,30.69,30.54,0.0244,0.0106,9.7804,-0.0055,0.2775,0.0403,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,52,1760000010420,0.3176,0.3274,0.3005,0.2156,0.3214,0.2774,30.79,30.59,30.43,0.0169,-0.0071,9.8464,0.0726,0.1021,0.1245,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,53,1760000010600,0.3288,0.3452,0.3008,0.2218,0.3253,0.2812,30.92,30.7,30.52,-0.0281,0.0035,9.8262,-0.2096,-0.0522,0.1997,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,53,1760000010620,0.3147,0.336,0.2953,0.2026,0.3215,0.2828,30.81,30.59,30.4,-0.0124,0.0108,9.7979,-0.2749,-0.2837,-0.136,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,54,1760000010800,0.3194,0.3402,0.3055,0.2149,0.3281,0.2955,30.92,30.73,30.54,0.0133,-0.009,9.8115,-0.0669,-0.0968,-0.1356,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,54,1760000010820,0.3118,0.3336,0.2963,0.2176,0.3166,0.2801,30.81,30.61,30.43,0.0226,-0.0216,9.8031,0.2636,-0.2763,-0.0201,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,55,1760000011000,0.321,0.3491,0.3012,0.2173,0.3234,0.2835,30.93,30.74,30.49,-0.0142,0.0113,9.7876,-0.2612,-0.0184,0.038,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,55,1760000011020,0.3137,0.3345,0.3051,0.207,0.32,0.2731,30.8,30.6,30.42,-0.0117,-0.0233,9.8389,-0.2016,0.0737,-0.1027,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,56,1760000011200,0.3283,0.334,0.3035,0.2204,0.3206,0.2923,30.91,30.73,30.51,-0.0095,0.0045,9.8064,-0.2513,0.195,0.1644,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,56,1760000011220,0.3197,0.3278,0.3032,0.2026,0.3216,0.2747,30.79,30.61,30.4,-0.0257,-0.0182,9.8306,-0.1935,-0.2114,-0.0576,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,57,1760000011400,0.3311,0.3447,0.3101,0.2207,0.3164,0.2837,30.9,30.72,30.48,-0.0079,0.0164,9.7729,-0.2522,0.1826,-0.1904,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,57,1760000011420,0.3107,0.3349,0.3038,0.211,0.3128,0.2785,30.78,30.62,30.42,0.0161,0.0048,9.7719,0.1281,-0.1424,-0.0802,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1001,58,1760000011600,0.3318,0.3485,0.3082,0.2187,0.3176,0.2928,30.92,30.69,30.49,-0.0071,0.0183,9.8025,-0.1129,0.0819,0.0664,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1001,58,1760000011620,0.3179,0.3286,0.2965,0.2124,0.3194,0.2791,30.81,30.59,30.42,0.0123,0.0049,9.8185,-0.0779,0.1082,0.1588,93,0,csv_replay
