protocol_version,sensor_layout_version,device_id,side,sync_id,packet_seq,timestamp_ms,p1,p2,p3,p4,p5,p6,t1,t2,t3,ax,ay,az,gx,gy,gz,battery,quality_flags,source
1,layout_6p3t_v1,foot_left_001,left,1003,35,1760000207000,0.5051,0.5299,0.4783,0.3389,0.4976,0.4443,30.93,30.71,30.51,-0.0256,-0.0036,9.8157,0.2161,-0.1168,0.1827,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,35,1760000207020,0.191,0.2144,0.192,0.1288,0.1912,0.1686,30.83,30.66,30.43,0.0218,0.0277,9.7914,-0.2453,0.2067,-0.0971,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,36,1760000207200,0.5116,0.5375,0.4685,0.3315,0.5084,0.4418,30.93,30.7,30.52,-0.03,-0.0062,9.7783,0.0631,-0.2277,-0.1444,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,36,1760000207220,0.2055,0.2144,0.1927,0.1396,0.2022,0.1774,30.84,30.6,30.45,-0.0054,0.022,9.811,0.234,-0.0948,0.084,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,37,1760000207400,0.4998,0.5352,0.4791,0.3419,0.504,0.4504,30.9,30.72,30.52,0.0108,-0.0079,9.8203,0.2288,0.1004,-0.013,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,37,1760000207420,0.1905,0.2086,0.1833,0.1255,0.2047,0.179,30.82,30.6,30.44,-0.0069,0.0071,9.7916,-0.2824,-0.1363,-0.125,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,38,1760000207600,0.5022,0.5254,0.4769,0.3405,0.506,0.4417,30.96,30.71,30.53,0.0276,-0.0036,9.8403,0.0792,-0.1248,0.1069,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,38,1760000207620,0.195,0.2093,0.1878,0.138,0.1998,0.1776,30.83,30.63,30.44,0.0204,0.003,9.8427,0.1926,0.2717,0.1524,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,39,1760000207800,0.51,0.5379,0.4795,0.3375,0.5059,0.4512,30.95,30.74,30.54,0.0208,0.0135,9.8242,0.0091,0.0919,-0.022,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,39,1760000207820,0.2034,0.2106,0.1846,0.134,0.1963,0.1735,30.84,30.61,30.4,0.0012,-0.0289,9.7689,0.1754,-0.0313,0.0025,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,40,1760000208000,0.511,0.5278,0.4769,0.3367,0.5041,0.454,30.91,30.75,30.53,-0.0046,-0.0127,9.7698,-0.1933,0.2913,0.0122,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,40,1760000208020,0.198,0.2156,0.1897,0.1253,0.1943,0.1688,30.82,30.63,30.46,0.0254,-0.0298,9.7798,0.0127,0.2498,0.1032,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,41,1760000208200,0.4997,0.533,0.4745,0.3281,0.5036,0.4426,30.95,30.75,30.5,-0.0273,-0.0122,9.8149,0.2442,-0.2998,0.0957,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,41,1760000208220,0.195,0.2062,0.1941,0.138,0.1985,0.1766,30.83,30.63,30.45,0.0043,-0.0173,9.8437,0.0019,0.1057,0.0784,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,42,1760000208400,0.5085,0.5337,0.4818,0.3285,0.504,0.4432,30.9,30.73,30.56,0.0219,0.0136,9.7882,0.1631,0.1873,0.1028,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,42,1760000208420,0.2024,0.2167,0.1797,0.1398,0.1908,0.1724,30.85,30.64,30.43,0.0083,0.0119,9.7713,0.0471,-0.2117,0.1764,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,43,1760000208600,0.5108,0.5327,0.477,0.336,0.5011,0.4504,30.93,30.75,30.53,-0.0087,0.0177,9.771,-0.2635,0.0403,0.0253,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,43,1760000208620,0.2019,0.2051,0.1942,0.1322,0.2051,0.1822,30.84,30.65,30.41,-0.0284,0.0066,9.8141,0.1736,0.1161,0.1571,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,44,1760000208800,0.5056,0.5396,0.4827,0.3383,0.4971,0.4451,30.91,30.7,30.53,-0.0147,-0.0297,9.8058,0.1855,-0.2431,0.1089,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,44,1760000208820,0.1981,0.2105,0.1875,0.1311,0.1938,0.1684,30.82,30.62,30.43,-0.0208,0.0156,9.7681,0.0652,-0.0363,-0.0667,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,45,1760000209000,0.5099,0.5259,0.4794,0.3385,0.5049,0.4545,30.9,30.74,30.51,-0.0209,0.0244,9.8207,0.2288,0.2155,0.0944,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,45,1760000209020,0.1929,0.2102,0.1863,0.1341,0.1989,0.1751,30.85,30.65,30.41,0.009,0.0007,9.8389,-0.2887,0.0494,0.0261,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,46,1760000209200,0.5053,0.5354,0.4791,0.342,0.5118,0.4448,30.91,30.7,30.5,-0.0244,-0.0016,9.8339,-0.1441,0.0441,0.1694,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,46,1760000209220,0.1937,0.2084,0.1943,0.1307,0.1987,0.1731,30.85,30.6,30.43,-0.0073,0.0232,9.8403,0.1029,-0.0904,-0.0501,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,47,1760000209400,0.5027,0.5354,0.4757,0.342,0.4966,0.4494,30.92,30.73,30.5,-0.0266,0.0288,9.7958,0.2313,0.0952,-0.0437,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,47,1760000209420,0.2021,0.2026,0.1816,0.1362,0.2,0.1767,30.82,30.64,30.43,-0.0148,0.0043,9.816,-0.086,-0.2731,-0.1971,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,48,1760000209600,0.5113,0.5286,0.4693,0.3319,0.5023,0.4466,30.9,30.69,30.55,-0.0026,-0.0157,9.8029,-0.0493,-0.0621,-0.1911,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,48,1760000209620,0.2049,0.2011,0.1884,0.1265,0.1945,0.1696,30.83,30.64,30.44,0.0076,-0.0081,9.7944,0.2775,-0.129,0.057,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,49,1760000209800,0.4993,0.5382,0.4733,0.3378,0.5107,0.4443,30.9,30.72,30.51,0.0017,-0.0077,9.786,0.1701,-0.2459,0.1255,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,49,1760000209820,0.2038,0.2039,0.1886,0.1291,0.1918,0.1752,30.84,30.62,30.42,0.0198,0.0225,9.8441,0.0196,-0.185,0.0049,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,50,1760000210000,0.5095,0.5307,0.4712,0.3433,0.4991,0.4493,30.95,30.74,30.51,-0.0218,-0.0183,9.7817,0.0703,-0.0505,-0.0157,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,50,1760000210020,0.2003,0.2162,0.1927,0.1307,0.1979,0.1787,30.79,30.64,30.41,0.0119,-0.0004,9.8404,-0.0389,-0.2471,0.0164,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,51,1760000210200,0.5119,0.5307,0.4691,0.3433,0.5108,0.4469,30.9,30.74,30.52,-0.0018,-0.0041,9.8042,-0.067,-0.0402,-0.1511,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,51,1760000210220,0.1966,0.2099,0.1808,0.1311,0.1966,0.1788,30.79,30.65,30.43,-0.0226,0.0035,9.8197,-0.2783,-0.0634,-0.0883,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,52,1760000210400,0.509,0.5329,0.4737,0.3391,0.4975,0.4478,30.9,30.74,30.5,-0.0173,0.0228,9.7778,0.0302,0.2646,-0.0803,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,52,1760000210420,0.1921,0.205,0.1884,0.1361,0.204,0.1792,30.82,30.63,30.42,0.0122,0.0035,9.7865,-0.0563,-0.0371,-0.1378,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,53,1760000210600,0.4977,0.5342,0.4695,0.3358,0.5077,0.4493,30.94,30.71,30.54,-0.0023,0.006,9.7863,-0.1756,0.2847,-0.0002,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,53,1760000210620,0.1936,0.2075,0.1814,0.1331,0.1937,0.1681,30.81,30.64,30.41,-0.012,0.0136,9.7975,-0.0653,0.032,-0.1142,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,54,1760000210800,0.5062,0.5288,0.4752,0.339,0.5109,0.4475,30.92,30.7,30.49,-0.0148,0.0143,9.8291,-0.281,-0.173,-0.1001,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,54,1760000210820,0.2058,0.2023,0.1794,0.1332,0.195,0.1725,30.84,30.6,30.42,0.0109,-0.0018,9.8428,-0.0737,-0.1969,-0.0962,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,55,1760000211000,0.5067,0.5269,0.4754,0.3282,0.5053,0.4559,30.92,30.71,30.5,0.0248,0.0024,9.8286,0.0578,-0.1168,0.0477,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,55,1760000211020,0.1955,0.2113,0.1815,0.1389,0.1902,0.1682,30.8,30.61,30.39,-0.004,-0.0126,9.8055,0.1474,0.2848,-0.0487,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,56,1760000211200,0.4977,0.5312,0.4818,0.3294,0.496,0.4405,30.91,30.69,30.53,-0.0142,-0.0277,9.8142,0.1337,0.288,0.0485,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,56,1760000211220,0.2011,0.2148,0.1946,0.1328,0.1938,0.178,30.78,30.58,30.4,-0.0213,-0.0212,9.7999,0.0313,-0.0573,-0.0751,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,57,1760000211400,0.5116,0.5344,0.4814,0.3355,0.5063,0.4558,30.93,30.68,30.5,0.0189,0.0297,9.7705,-0.0617,0.2191,-0.0619,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,57,1760000211420,0.2002,0.2136,0.182,0.1323,0.2036,0.1821,30.78,30.59,30.43,-0.0039,0.0264,9.7915,-0.2584,-0.225,0.091,93,0,csv_replay
1,layout_6p3t_v1,foot_left_001,left,1003,58,1760000211600,0.4977,0.5346,0.4782,0.332,0.509,0.4522,30.92,30.69,30.49,0.0106,0.0022,9.828,-0.1634,0.1222,-0.1889,95,0,csv_replay
1,layout_6p3t_v1,foot_right_001,right,1003,58,1760000211620,0.1954,0.2119,0.1913,0.1265,0.1964,0.1806,30.8,30.6,30.39,0.0296,0.0213,9.7966,-0.1808,0.1146,0.1549,93,0,csv_replay
